route_id,service_id,trip_id
1,1,1
1,1,2
1,1,3
1,1,4
1,1,5
1,1,6
1,1,7
1,1,8
1,1,9
1,1,10
1,1,11
1,1,12
1,1,13
1,1,14
1,1,15
1,1,16
1,2,17
1,3,18
1,3,19
1,3,20
1,3,21
1,3,22
1,3,23
1,3,24
1,3,25
1,3,26
1,3,27
1,3,28
1,3,29
1,3,30
1,3,31
1,4,32
1,4,33
1,4,34
1,4,35
1,4,36
1,4,37
1,4,38
1,4,39
1,4,40
1,4,41
1,4,42
1,4,43
1,4,44
1,1,45
1,1,46
1,1,47
1,1,48
1,1,49
1,1,50
1,1,51
1,1,52
1,1,53
1,1,54
1,1,55
1,1,56
1,1,57
1,1,58
1,1,59
1,1,60
1,2,61
1,3,62
1,3,63
1,3,64
1,3,65
1,3,66
1,3,67
1,3,68
1,3,69
1,3,70
1,3,71
1,3,72
1,3,73
1,3,74
1,3,75
1,4,76
1,4,77
1,4,78
1,4,79
1,4,80
1,4,81
1,4,82
1,4,83
1,4,84
1,4,85
1,4,86
1,4,87
1,4,88
10,5,89
10,6,90
10,6,91
10,6,92
10,6,93
10,6,94
10,6,95
10,6,96
10,6,97
10,6,98
10,6,99
10,6,100
10,6,101
10,6,102
10,6,103
10,6,104
10,6,105
10,6,106
10,6,107
10,6,108
10,6,109
10,6,110
10,6,111
10,6,112
10,6,113
10,6,114
10,6,115
10,6,116
10,6,117
10,6,118
10,6,119
10,6,120
10,6,121
10,6,122
10,6,123
10,6,124
10,6,125
10,6,126
10,6,127
10,6,128
10,6,129
10,6,130
10,6,131
10,6,132
10,6,133
10,6,134
10,6,135
10,6,136
10,6,137
10,6,138
10,6,139
10,6,140
10,6,141
10,6,142
10,6,143
10,6,144
10,6,145
10,6,146
10,6,147
10,6,148
10,6,149
10,6,150
10,6,151
10,7,152
10,7,153
10,7,154
10,7,155
10,7,156
10,7,157
10,7,158
10,7,159
10,7,160
10,7,161
10,7,162
10,7,163
10,7,164
10,7,165
10,7,166
10,7,167
10,7,168
10,7,169
10,7,170
10,7,171
10,7,172
10,7,173
10,7,174
10,7,175
10,7,176
10,7,177
10,7,178
10,7,179
10,7,180
10,7,181
10,7,182
10,7,183
10,7,184
10,7,185
10,7,186
10,7,187
10,7,188
10,7,189
10,7,190
10,7,191
10,7,192
10,7,193
10,7,194
10,7,195
10,7,196
10,7,197
10,7,198
10,7,199
10,7,200
10,7,201
10,7,202
10,7,203
10,7,204
10,7,205
10,7,206
10,7,207
10,7,208
10,7,209
10,8,210
10,8,211
10,8,212
10,8,213
10,8,214
10,8,215
10,8,216
10,8,217
10,8,218
10,8,219
10,8,220
10,8,221
10,8,222
10,8,223
10,8,224
10,8,225
10,8,226
10,8,227
10,8,228
10,8,229
10,8,230
10,8,231
10,8,232
10,8,233
10,8,234
10,8,235
10,8,236
10,8,237
10,8,238
10,8,239
10,8,240
10,8,241
10,8,242
10,8,243
10,8,244
10,8,245
10,8,246
10,8,247
10,8,248
10,8,249
10,8,250
10,8,251
10,8,252
10,8,253
10,8,254
10,8,255
10,8,256
10,8,257
10,8,258
10,8,259
10,8,260
10,8,261
10,8,262
10,8,263
10,8,264
10,8,265
10,8,266
10,8,267
10,8,268
10,8,269
10,9,270
10,9,271
10,9,272
10,9,273
10,9,274
10,9,275
10,9,276
10,9,277
10,9,278
10,9,279
10,9,280
10,9,281
10,9,282
10,9,283
10,9,284
10,9,285
10,9,286
10,9,287
10,9,288
10,9,289
10,9,290
10,9,291
10,9,292
10,9,293
10,9,294
10,9,295
10,9,296
10,9,297
10,9,298
10,9,299
10,9,300
10,9,301
10,9,302
10,9,303
10,9,304
10,9,305
10,9,306
10,9,307
10,9,308
10,9,309
10,9,310
10,9,311
10,9,312
10,9,313
10,9,314
10,9,315
10,9,316
10,9,317
10,9,318
10,9,319
10,9,320
10,9,321
10,9,322
10,9,323
10,9,324
10,9,325
10,9,326
10,9,327
10,9,328
10,9,329
10,9,330
10,9,331
10,10,332
10,10,333
10,11,334
10,11,335
10,12,336
10,12,337
10,12,338
10,12,339
10,12,340
10,12,341
10,12,342
10,12,343
10,12,344
10,12,345
10,12,346
10,12,347
10,12,348
10,12,349
10,12,350
10,12,351
10,12,352
10,12,353
10,12,354
10,12,355
10,12,356
10,12,357
10,12,358
10,12,359
10,12,360
10,12,361
10,12,362
10,12,363
10,12,364
10,12,365
10,12,366
10,12,367
10,12,368
10,12,369
10,12,370
10,12,371
10,12,372
10,12,373
10,12,374
10,12,375
10,12,376
10,12,377
10,12,378
10,12,379
10,12,380
10,12,381
10,12,382
10,12,383
10,12,384
10,12,385
10,12,386
10,12,387
10,12,388
10,12,389
10,12,390
10,12,391
10,12,392
10,12,393
10,12,394
10,12,395
10,12,396
10,12,397
10,12,398
10,12,399
10,13,400
10,13,401
10,13,402
10,13,403
10,13,404
10,13,405
10,13,406
10,13,407
10,13,408
10,13,409
10,13,410
10,13,411
10,13,412
10,13,413
10,13,414
10,13,415
10,13,416
10,13,417
10,13,418
10,13,419
10,13,420
10,13,421
10,13,422
10,13,423
10,13,424
10,13,425
10,13,426
10,13,427
10,13,428
10,13,429
10,13,430
10,13,431
10,13,432
10,13,433
10,13,434
10,13,435
10,13,436
10,13,437
10,13,438
10,13,439
10,13,440
10,13,441
10,13,442
10,13,443
10,13,444
10,13,445
10,13,446
10,13,447
10,13,448
10,13,449
10,13,450
10,13,451
10,13,452
10,13,453
10,13,454
10,13,455
10,13,456
10,13,457
10,13,458
10,13,459
10,14,460
10,14,461
10,14,462
10,14,463
10,14,464
10,14,465
10,14,466
10,14,467
10,14,468
10,14,469
10,14,470
10,14,471
10,14,472
10,14,473
10,14,474
10,14,475
10,14,476
10,14,477
10,14,478
10,14,479
10,14,480
10,14,481
10,14,482
10,14,483
10,14,484
10,14,485
10,14,486
10,14,487
10,14,488
10,14,489
10,14,490
10,14,491
10,14,492
10,14,493
10,14,494
10,14,495
10,14,496
10,14,497
10,14,498
10,14,499
10,14,500
10,14,501
10,14,502
10,14,503
10,14,504
10,14,505
10,14,506
10,14,507
10,14,508
10,14,509
10,14,510
10,14,511
10,14,512
10,14,513
10,14,514
10,14,515
10,14,516
10,14,517
10,14,518
10,14,519
10,14,520
10,14,521
10,14,522
10,14,523
10,14,524
10,15,525
10,16,526
10,16,527
10,17,528
10,17,529
10,17,530
10,17,531
10,17,532
10,17,533
10,17,534
10,17,535
10,17,536
10,17,537
10,17,538
10,17,539
10,17,540
10,17,541
10,17,542
10,17,543
10,17,544
10,17,545
10,17,546
10,17,547
10,17,548
10,17,549
10,17,550
10,17,551
10,17,552
10,17,553
10,17,554
10,17,555
10,17,556
10,17,557
10,17,558
10,17,559
10,17,560
10,17,561
10,17,562
10,17,563
10,17,564
10,17,565
10,17,566
10,17,567
10,17,568
10,17,569
10,17,570
10,17,571
10,17,572
10,17,573
10,17,574
10,17,575
10,17,576
10,17,577
10,17,578
10,17,579
10,17,580
10,17,581
10,17,582
10,17,583
10,17,584
10,17,585
10,17,586
10,17,587
10,17,588
10,17,589
10,17,590
10,17,591
10,17,592
10,17,593
10,18,594
10,18,595
10,18,596
10,18,597
10,18,598
10,18,599
10,18,600
10,18,601
10,18,602
10,18,603
10,18,604
10,18,605
10,18,606
10,18,607
10,18,608
10,18,609
10,18,610
10,18,611
10,18,612
10,18,613
10,18,614
10,18,615
10,18,616
10,18,617
10,18,618
10,18,619
10,18,620
10,18,621
10,18,622
10,18,623
10,18,624
10,18,625
10,18,626
10,18,627
10,18,628
10,18,629
10,18,630
10,18,631
10,18,632
10,18,633
10,18,634
10,18,635
10,18,636
10,18,637
10,18,638
10,18,639
10,18,640
10,18,641
10,18,642
10,18,643
10,18,644
10,18,645
10,18,646
10,18,647
10,18,648
10,18,649
10,18,650
10,18,651
10,18,652
10,18,653
10,18,654
10,18,655
10,18,656
10,6,657
10,6,658
10,6,659
10,6,660
10,6,661
10,6,662
10,6,663
10,6,664
10,6,665
10,6,666
10,6,667
10,6,668
10,6,669
10,6,670
10,6,671
10,6,672
10,6,673
10,6,674
10,6,675
10,6,676
10,6,677
10,6,678
10,6,679
10,6,680
10,6,681
10,6,682
10,6,683
10,6,684
10,6,685
10,6,686
10,6,687
10,6,688
10,6,689
10,6,690
10,6,691
10,6,692
10,6,693
10,6,694
10,6,695
10,6,696
10,6,697
10,6,698
10,6,699
10,6,700
10,6,701
10,6,702
10,6,703
10,6,704
10,6,705
10,6,706
10,6,707
10,6,708
10,6,709
10,6,710
10,6,711
10,6,712
10,6,713
10,6,714
10,6,715
10,6,716
10,6,717
10,6,718
10,7,719
10,7,720
10,7,721
10,7,722
10,7,723
10,7,724
10,7,725
10,7,726
10,7,727
10,7,728
10,7,729
10,7,730
10,7,731
10,7,732
10,7,733
10,7,734
10,7,735
10,7,736
10,7,737
10,7,738
10,7,739
10,7,740
10,7,741
10,7,742
10,7,743
10,7,744
10,7,745
10,7,746
10,7,747
10,7,748
10,7,749
10,7,750
10,7,751
10,7,752
10,7,753
10,7,754
10,7,755
10,7,756
10,7,757
10,7,758
10,7,759
10,7,760
10,7,761
10,7,762
10,7,763
10,7,764
10,7,765
10,7,766
10,7,767
10,7,768
10,7,769
10,7,770
10,7,771
10,7,772
10,7,773
10,7,774
10,7,775
10,7,776
10,8,777
10,8,778
10,8,779
10,8,780
10,8,781
10,8,782
10,8,783
10,8,784
10,8,785
10,8,786
10,8,787
10,8,788
10,8,789
10,8,790
10,8,791
10,8,792
10,8,793
10,8,794
10,8,795
10,8,796
10,8,797
10,8,798
10,8,799
10,8,800
10,8,801
10,8,802
10,8,803
10,8,804
10,8,805
10,8,806
10,8,807
10,8,808
10,8,809
10,8,810
10,8,811
10,8,812
10,8,813
10,8,814
10,8,815
10,8,816
10,8,817
10,8,818
10,8,819
10,8,820
10,8,821
10,8,822
10,8,823
10,8,824
10,8,825
10,8,826
10,8,827
10,8,828
10,8,829
10,8,830
10,8,831
10,8,832
10,8,833
10,8,834
10,8,835
10,8,836
10,6,837
10,9,838
10,9,839
10,9,840
10,9,841
10,9,842
10,9,843
10,9,844
10,9,845
10,9,846
10,9,847
10,9,848
10,9,849
10,9,850
10,9,851
10,9,852
10,9,853
10,9,854
10,9,855
10,9,856
10,9,857
10,9,858
10,9,859
10,9,860
10,9,861
10,9,862
10,9,863
10,9,864
10,9,865
10,9,866
10,9,867
10,9,868
10,9,869
10,9,870
10,9,871
10,9,872
10,9,873
10,9,874
10,9,875
10,9,876
10,9,877
10,9,878
10,9,879
10,9,880
10,9,881
10,9,882
10,9,883
10,9,884
10,9,885
10,9,886
10,9,887
10,9,888
10,9,889
10,9,890
10,9,891
10,9,892
10,9,893
10,9,894
10,9,895
10,9,896
10,9,897
10,9,898
10,9,899
10,9,900
10,10,901
10,10,902
10,11,903
10,11,904
10,12,905
10,12,906
10,12,907
10,12,908
10,12,909
10,12,910
10,12,911
10,12,912
10,12,913
10,12,914
10,12,915
10,12,916
10,12,917
10,12,918
10,12,919
10,12,920
10,12,921
10,12,922
10,12,923
10,12,924
10,12,925
10,12,926
10,12,927
10,12,928
10,12,929
10,12,930
10,12,931
10,12,932
10,12,933
10,12,934
10,12,935
10,12,936
10,12,937
10,12,938
10,12,939
10,12,940
10,12,941
10,12,942
10,12,943
10,12,944
10,12,945
10,12,946
10,12,947
10,12,948
10,12,949
10,12,950
10,12,951
10,12,952
10,12,953
10,12,954
10,12,955
10,12,956
10,12,957
10,12,958
10,12,959
10,12,960
10,12,961
10,12,962
10,12,963
10,12,964
10,12,965
10,12,966
10,12,967
10,12,968
10,13,969
10,13,970
10,13,971
10,13,972
10,13,973
10,13,974
10,13,975
10,13,976
10,13,977
10,13,978
10,13,979
10,13,980
10,13,981
10,13,982
10,13,983
10,13,984
10,13,985
10,13,986
10,13,987
10,13,988
10,13,989
10,13,990
10,13,991
10,13,992
10,13,993
10,13,994
10,13,995
10,13,996
10,13,997
10,13,998
10,13,999
10,13,1000
10,13,1001
10,13,1002
10,13,1003
10,13,1004
10,13,1005
10,13,1006
10,13,1007
10,13,1008
10,13,1009
10,13,1010
10,13,1011
10,13,1012
10,13,1013
10,13,1014
10,13,1015
10,13,1016
10,13,1017
10,13,1018
10,13,1019
10,13,1020
10,13,1021
10,13,1022
10,13,1023
10,13,1024
10,13,1025
10,13,1026
10,13,1027
10,13,1028
10,14,1029
10,14,1030
10,14,1031
10,14,1032
10,14,1033
10,14,1034
10,14,1035
10,14,1036
10,14,1037
10,14,1038
10,14,1039
10,14,1040
10,14,1041
10,14,1042
10,14,1043
10,14,1044
10,14,1045
10,14,1046
10,14,1047
10,14,1048
10,14,1049
10,14,1050
10,14,1051
10,14,1052
10,14,1053
10,14,1054
10,14,1055
10,14,1056
10,14,1057
10,14,1058
10,14,1059
10,14,1060
10,14,1061
10,14,1062
10,14,1063
10,14,1064
10,14,1065
10,14,1066
10,14,1067
10,14,1068
10,14,1069
10,14,1070
10,14,1071
10,14,1072
10,14,1073
10,14,1074
10,14,1075
10,14,1076
10,14,1077
10,14,1078
10,14,1079
10,14,1080
10,14,1081
10,14,1082
10,14,1083
10,14,1084
10,14,1085
10,14,1086
10,14,1087
10,14,1088
10,14,1089
10,14,1090
10,14,1091
10,15,1092
10,15,1093
10,15,1094
10,16,1095
10,16,1096
10,16,1097
10,16,1098
10,16,1099
10,17,1100
10,17,1101
10,17,1102
10,17,1103
10,17,1104
10,17,1105
10,17,1106
10,17,1107
10,17,1108
10,17,1109
10,17,1110
10,17,1111
10,17,1112
10,17,1113
10,17,1114
10,17,1115
10,17,1116
10,17,1117
10,17,1118
10,17,1119
10,17,1120
10,17,1121
10,17,1122
10,17,1123
10,17,1124
10,17,1125
10,17,1126
10,17,1127
10,17,1128
10,17,1129
10,17,1130
10,17,1131
10,17,1132
10,17,1133
10,17,1134
10,17,1135
10,17,1136
10,17,1137
10,17,1138
10,17,1139
10,17,1140
10,17,1141
10,17,1142
10,17,1143
10,17,1144
10,17,1145
10,17,1146
10,17,1147
10,17,1148
10,17,1149
10,17,1150
10,17,1151
10,17,1152
10,17,1153
10,17,1154
10,17,1155
10,17,1156
10,17,1157
10,17,1158
10,17,1159
10,17,1160
10,17,1161
10,17,1162
10,17,1163
10,17,1164
10,17,1165
10,17,1166
10,18,1167
10,18,1168
10,18,1169
10,18,1170
10,18,1171
10,18,1172
10,18,1173
10,18,1174
10,18,1175
10,18,1176
10,18,1177
10,18,1178
10,18,1179
10,18,1180
10,18,1181
10,18,1182
10,18,1183
10,18,1184
10,18,1185
10,18,1186
10,18,1187
10,18,1188
10,18,1189
10,18,1190
10,18,1191
10,18,1192
10,18,1193
10,18,1194
10,18,1195
10,18,1196
10,18,1197
10,18,1198
10,18,1199
10,18,1200
10,18,1201
10,18,1202
10,18,1203
10,18,1204
10,18,1205
10,18,1206
10,18,1207
10,18,1208
10,18,1209
10,18,1210
10,18,1211
10,18,1212
10,18,1213
10,18,1214
10,18,1215
10,18,1216
10,18,1217
10,18,1218
10,18,1219
10,18,1220
10,18,1221
10,18,1222
10,18,1223
10,18,1224
10,18,1225
10,18,1226
10,18,1227
10,18,1228
107,19,1229
107,19,1230
107,19,1231
107,19,1232
107,19,1233
107,19,1234
107,19,1235
107,20,1236
107,21,1237
107,21,1238
107,21,1239
107,22,1240
107,22,1241
107,22,1242
107,22,1243
107,22,1244
107,22,1245
107,22,1246
107,22,1247
107,22,1248
107,22,1249
107,23,1250
107,23,1251
107,23,1252
107,23,1253
107,23,1254
107,23,1255
107,23,1256
107,23,1257
107,23,1258
107,23,1259
107,23,1260
107,23,1261
107,23,1262
107,23,1263
107,23,1264
107,24,1265
107,24,1266
107,24,1267
107,24,1268
107,24,1269
107,24,1270
107,24,1271
107,25,1272
107,19,1273
107,19,1274
107,19,1275
107,19,1276
107,19,1277
107,19,1278
107,19,1279
107,19,1280
107,21,1281
107,21,1282
107,22,1283
107,22,1284
107,22,1285
107,22,1286
107,22,1287
107,22,1288
107,22,1289
107,22,1290
107,22,1291
107,22,1292
107,23,1293
107,23,1294
107,23,1295
107,23,1296
